NOMBRE,TIPO,ESTADO,DEPARTAMENTO-CIUDAD,INFORMACION,CONTRATISTA,EXTENSION,LOCALIDADES,INICIO,FIN,PLAZO,AVANCE,FINANCIACION,INVERSION
Construcción del Sistema Troncal – BTR - Obra Metrobus,Construcción del Sistema Troncal – BTR,EN CONSTRUCCIÓN,Central - Asunción,"LLAMADO M.O.P.C. N° 108/2015 LICITACION PUBLICA INTERNACIONAL PARA LA CONSTRUCCIÓN DEL SISTEMA TRONCAL – BTR – CORREDOR PRINCIPAL TRAMOS 2 Y 3. PROGRAMA DE RECONVERSIÓN DEL CENTRO, MODERNIZACIÓN DEL TRANSPORTE PÚBLICO METROPOLITANO Y OFICINAS DEL GOBIERNO.Las obras del Metrobús se iniciaron a finales de noviembre de 2016, con la reestructuración de servicios urbanos, que impactarán positivamente en la provisión de los servicios públicos, con la instalación de redes de agua potable, pluvial, energía eléctrica y cloacal, que mejorará sustancialmente la calidad de vida de la gente de dicha zona. El 31 de marzo del 2016 se firmó el contrato para la construcción del Sistema Troncal para Buses de Tránsito Rápido (BTR) en los Tramos 2 y 3, de la avenida Eusebio Ayala. La Orden de Inicio se dio con fecha de 26 de agosto de 2016. El tramo adjudicado es de 11,4 kilómetros, desde la terminal del campus universitario de la UNA hasta la calle Gral Aquino. El siguiente tramo que va desde Gral Aquino hasta el Puerto de Asunción aún no está adjudicado. En total recorrerá 16,4 Km. El Metrobús ofrecerá diferentes servicios, ajustados a las necesidades de pasajeros de San Lorenzo, Fernando de la Mora y la capital.",MOTA-ENGIL,11.4 kms.,"Asunción, Fernando de la Mora y San Lorenzo en la primera etapa. En el futuro, y a través de sus rutas alimentadoras, servirá a usuarios de Lambaré, Capiatá, Itauguá, Ñemby, Areguá, J. Augusto Saldívar y Villa Elisa.","Sáb, 26 Noviembre 2016","Lun, 31 Diciembre 2018",25,25%,BID,Gs. 403.900.791.062
Pavimentación de Tramos Alimentadores de la Red Vial Nacional.,Pavimentación Asfáltica sobre Empedrado,EN CONSTRUCCIÓN,Central - Luque,"PAVIMENTACIÓN DE TRAMOS ALIMENTADORES DE LA RED VIAL NACIONAL - PAQUETE Nº 3-LOTE 1 MARIANO ROQUE ALONSO, LUQUE, LIMPIO, SAN LORENZO.""LICITACIÓN PUBLICA NACIONAL - SUBASTA A LA BAJA ELECTRÓNICA N° 38-2015 PAVIMENTACIÓN DE TRAMOS ALIMENTADORES DE LA RED VIAL NACIONAL - PAQUETE Nº 3-LOTE 1 MARIANO ROQUE ALONSO : 1 TRAMO CALLE General Bernardino Caballero INICIO: Ruta 3 FIN: Ex Caballería 2 TRAMO CALLE Capitán
Hermosilla Inicio:Ruta Transchaco Fin: Bernardino Caballero 3 TRAMO CALLE Gral. Díaz Inicio: Ruta Transchaco Fin: Bernardino Caballero LUQUE: 4 TRAMO: CALLE Manuel Britez Borges - Nanawa INICIO: Cnel. Martinez Capitán Insfran FIN: Avda. Santa Teresa. 5 TRAMO: CALLE Fotógrafo del Chaco INICIO: Cnel. Martinez FIN: Gabriel Pellón 6 TRAMO: CALLE Rca de Colombia INICIO: Campo Vía FIN: Capitán Insfran. LIMPIO 7 TRAMO CALLE Guaranies - R.de Francia - Estelvina de Aveiro - 16 de Junio INICIO: Ruta 3 FIN: Avda. San José SAN LORENZO 8 TRAMO: Libertad desde Britez Borges hasta Mcal. López 9 TRAMO: Desde Avda. de la Victoria, por Gerardo Paccielo, Dr. Arnaldo Bacigalupo, Benjamín Franklin, 12 de junio hasta Calle San Pedro (Limite Capiatá) 10 TRAMO: Desde Manuel Ortiz Guerrero, por Concordia, Prof. Dr. Victorio Curiel, Agustín Pinedo, hasta Avda. del Agrónomo 11 TRAMO: Nuestra S. de la Asunción desde Fernando Pinedo hasta L. M. Argaña 12 TRAMO: Piero Lorenzeti, Pompeya o José Apleyard hasta llegar a la calle Arnaldo Bacigalupo 13 TRAMO: Desde la Calle La Victoria por la Calle José Bruguez, Teófilo Sanchez, Sargento Silva, Las Flores hasta la calle Manuel Ortiz Guerrero 14 TRAMO:Calle De Las Residentas desde Ruta N° 1 hasta Hernandarias, continua Hernandarias hasta Manuel Ortiz Guerrero"".",Consorcio de Pavimento Urbano,35 kms.,Mariano Roque Alonso- Luque - Limpio - San Lorenzo,"Lun, 21 Septiembre 2015","Jue, 11 Mayo 2017",,61%,Fondo Local,Gs. 56.022.961.935
Pavimentación de tramos alimentadores de la Red Vial Nacional.,Pavimentación Asfáltica sobre Empedrado,FINALIZADA,Central - Lambaré,"""LICITACION PUBLICA NACIONAL - SUBASTA A LA BAJA ELECTRONICA N° 38-2015 PAQUETE Nº 3-LOTE 3 LAMBARE, 1. TRAMO Avda. San Isidro - Cerro Lambare - Gral René Barrientos INICIO Avda. Defensores del Chaco
FIN Avda. Juan D. Perón 2. TRAMO : Cristóbal Colon -Alejo Garcia -Juan de Ayolas - Palacio de Lopez -Koeti INICIO Cacique Lambaré FIN Avda. Bruno Guggiari 3. TRAMO CALLE Yacaré Valija INICIO:Avda. Defensores del Chaco FIN Avda. Cacique Lambaré, 4.TRAMO MAURICIO TROCHE Inicio: Avda. Defensores del Chaco. Fin: Cacique Lambare.5. 5. TRAMO Antonio Tomas Yegros(8 DE MARZO) INICIO Avda. Defensores del Chaco FIN Avda. DEL Pueblo VILLA ELISA, 6.TRAMO CALLERodriguez de Francia - Paso Medina Inico: Tte. Américo Pico FIN: Avda. Von Polesky 7. TRAMO Tulipanes - Rosedal INICIO Avda. Defensores del Chaco FIN Avda. Von Polesky ÑEMBY, 8. TRAMO PRATT GILL, Inicio: Acceso Sur. Fin: San Lorenzo 9. Tramo: CALLE Primero de Mayo INICIO Avda. Pratt Gill, FIN Avda. Acceso Sur 10. TRAMO CALLE 1 0 de Agosto - Dionisio Comet INICIO Santa Rosa FIN Ytororo11. TRAMO CALLE Ytororo INICIO SANTA ROSA FIN Cadete de Boquerón,CIUDAD DE SAN ANTONIO 12. TRAMO : CALLE: Avda. Mcal Lopez INICIO Avda. San Antonio FIN Avda. Acceso Sur""",Consorcio Pavimentador Central,23.45 kms,Lambare,"Mié, 30 Septiembre 2015","Mar, 30 Agosto 2016",,100%,Fondo Local,Gs. 30.869.229.601
Construcción del Sistema Alcantarillado Sanitario y Redes de Agua Potable en el Acceso Este de Asunción,Alcantarillado Sanitario,EN CONSTRUCCIÓN,Central - Asunción,LLAMADO MOPC N° 84/2015 LPN EMPRESAS CONSTRUCTORAS PARA LA CONSTRUCCIÓN DEL SISTEMA ALCANTARILLADO SANITARIO Y REDES DE AGUA POTABLE CORRESPONDIENTE AL ACCESO ESTE A LA CIUDAD DE ASUNCIÓN,Consorcio Paso de Patria,11 kms,San Lorenzo - Fernando de la Mora - Asunción - Luque,"Mié, 25 Mayo 2016","Jue, 25 Mayo 2017",12,100%,Fondo Local,Gs. 34.888.809.316
"Construcción de Pavimentación Asfáltica - Tramo Luque - San Bernardino, Sección I (PROG 0+000 A PROG 9+8090)",Pavimentación Asfáltica,FINALIZADA,Central - Luque,LLAMADO MOPC Nº 100-2012 LPN FIRMAS CONSTRUCTORAS PARA LA PAVIMENTACION ASFALTICA DEL TRAMO LUQUE - SAN BERNARDINO SECCION I(PROG 0+000 A PROG 9+8090)- SEGUNDA CONVOCATORIA),PROEL INGENIERIA,9.89,Luque,"Lun, 10 Septiembre 2012","Sáb, 13 Agosto 2016",,100%,Fondo Local,Gs. 28.078.654.388
Pavimentación de tramos alimentadores de la Red Vial Nacional.,Pavimentación Asfáltica sobre Empedrado,FINALIZADA,Central - Capiatá,"LICITACIÓN PUBLICA NACIONAL - SUBASTA A LA BAJA ELECTRÓNICA N° 38-2015 PAVIMENTACIÓN DE TRAMOS ALIMENTADORES DE LA RED VIAL NACIONAL - PAQUETE Nº 3 - LOTE 4
Capiatá 1-TRAMO Desde Ruta 1 por Carlos M. Gimenez, Adan Ramirez, 1° de Mayo, Martin Tirado, Jose A. Flores, Mcal. Lopez llegando hasta Ruta 2 2-TRAMO Calle Emilio Gabriaguez hasta Paso Sana (Limite Luque) 3- TRAMO Inicia Calle Panchito Lopez desde Ruta 1, continua por Lapacho, Calle 12 de junio hasta calle San Pedro (limite con San Lorenzo) 4- TRAMO Avda. san pedro desde ruta 1(Km16) hasta Barrio Kennedy (Km 20) 5-TRAMO Calle 15 de noviembre desde Rojas Cañada hasta Jose A. Flores 6-TRAMO Calle Jose A. Flores desde 15 de noviembre hasta ramal Ruta 1 Km20 - Kennedy continua por Reseda hasta calle San Pedro (limite con San Lorenzo) * YPACARAI : 7-TRAMO Zona centro a Ruta Ypacarai - Pirayú por (Paso Puente) GUARAMBARE 8 TRAMO: Desde el ramal Guarambare - Villeta por la calle Dr. Manuel Domínguez, continua por la Calle Benjamín Aceval 9 TRAMO: Intercepción Ypane -Guarambare desde Acceso Sur hasta el ramal Ypane - Guarambare (Potrerito) J. Augusto Saldivar 10 TRAMO Rojas Cañada entre Ruta 1(km23) y 15 de Noviembre 11 TRAMO Calle 15 de noviembre desde ramal 3 bocas (Ruta 1)-Guarambare hasta Rojas Cañada AREGUA 12 TRAMO Desde Kokue Guazú (Limite con Itaugua) por Pindolo hasta ramal Capiatá -Areguá. 13 TRAMO Inicia en kokue Guazu(Limite con Itaugua), por la Calle San Ramon, Cesar Fernández, 17 de setiembre, acceso Estación férrea hasta ramal Capiata - Aregua 13 TRAMO 14 TRAMO Isla Valle - Yukyry hasta Valle Pucu ITAGUA 15 TRAMO Desde la Ruta 2(km28) por Valle Kare hasta Kokue Guazu (Limite con Areguá) -Areguá""",CORSAN CORVIAM CONSTRUCCION S.A.,46.76 kms,Capiatá - Ypacarai - Guarambaré - Aregua - Itauguá,"Mié, 23 Septiembre 2015","Jue, 06 Octubre 2016",,100%,Fondo Local,Gs. 64.680.000.000
Ejecución de la Obras correspondientes a los Intercambiadores y Calles de Servicio de Paso a Desnivel en la Intersección de las Avenidas Madame Lynch y Aviadores del Chaco.,Pavimentación Asfáltica,FINALIZADA,Central - Asunción,LLAMADO MOPC Nº 42/2014. LPN DE FIRMAS CONSTRUCTORAS PARA LA EJECUCIÓN DE LAS OBRAS CORRESPONDIENTES A LOS INTERCAMBIADORES Y CALLES DE SERVICIO DEL PASO A DESNIVEL EN LA INTERSECCIÓN DE LAS AVENIDAS MADAME LINCH Y AVIADORES DEL CHACO.,Chaves Construcciones S.A.I.,3.50 kms,Luque - Asunción,"Mar, 13 Enero 2015","Dom, 28 Agosto 2016",,100%,Fondo Local,Gs. 25.294.974.542
Pavimentación Tipo Empedrado,Pavimentación Tipo Empedrado,FINALIZADA,Central - Luque,CONTRATO DE PRESTAMO P/ FINANCIAM. DEL PROGRAMA DE APOYO A INVERSIONES SOCIALES Y DE INFRAESTRUC. (PAISI) CON LA CAF. Tramo: Luque - Paso Sana,Grupo VP S.A.,1.5 kms,Luque,"Lun, 25 Octubre 2010","Dom, 15 Febrero 2015",,100%,CAF,Gs. 817.516.324
Construcción de pavimento tipo empedrado (Aregua- Isla Valle- Yukyry),Pavimentación Tipo Empedrado,FINALIZADA,Central - Areguá,"99-2010 LPN de firmas constructoras para la construcción de pavimento tipo empedrado (Aregua- isla valle- yukyry, acceso a obligado puerto, tramo 1 y acceso a obligado puerto tramo 2- Ad referéndum
Obra 1: Tramo Aregua - Isla Valle - Yukyry.",Grupo VP S.A.,3.30 kms,Aregua,"Lun, 03 Enero 2011","Dom, 15 Febrero 2015",,100%,Fondo Local,Gs. 1.274.620.224
Pavimentación de tramos alimentadores de la Red Vial Nacional.,Pavimentación Asfáltica sobre Empedrado,FINALIZADA,Central - Asunción,"LICITACION PUBLICA NACIONAL - SUBASTA A LA BAJA ELECTRONICA N° 38-2015 PAVIMENTACION DE TRAMOS ALIMENTADORES DE LA RED VIAL NACIONAL - PAQUETE Nº 3- LOTE 2 FERNANDO DE LA MORA: 1 TRAMO: Desde Tte. Sosa por la Calle O Leary, Tacuarí y A González hasta Julio C.Franco 2 TRAMO: Calle Yatayty Corá Inicia en Avda. Defensores del Chaco hasta Zavalas Cué, Zavalas Cué desde Yataity Cora hasta la calle Nueva Asunción, Calle Nueva Asunción e/Zavalas Cue y la calle Boquerón, Boquerón desde Nueva Asunción hasta la calle Concepción, Concepción desde Boquerón y Hernandarias, Hernandarias desde Concepción y Paz del Chaco, Paz del Chaco e/ Hernandarias y la calle Independencia Nacional, Independencia Nacional e/ Paz del Chaco y L. M. Argaña 3 TRAMO: Julio C. Franco E/ Tte. Sosa y A. González, por A. González,E/ Julio C. Franco y Mcal. López, Guyrá Campana E/ - Mcal. López y Arasá, Arasá E/ Guyrá Campana y Yerutí, Yerutí E/ Arasá y Storn, Storn E/ Yerutí y calle Paraguay, Paraguay E/ Storn y Las Residentas..... Continua Tte. Ettiene como tramo 3 desde Yhaguy a Ruta Mcal. Estigarribia, Continua calle Boquerón desde Mcal. Estigarribia hasta Calle J.J. Farías, J.J. Farías E/ Boquerón y Pitiantuta, Pitiantuta E/ J.J. Farías y Calle G, Calle G desde Pitiantuta hasta Boqueron, Boquerón desde Calle G hasta Acceso Sur. 4 TRAMO: Por Calle Juan de Salazar, continua por las Calles Eugenio A. Garay, Isla Po'i, 11 de Setiembre , Emiliano R. Fernández, 5 de abril, Juan de Salazar, Dr. Sosa, Independencia Nacional, Acosta Ñu, Juan de Salazar, Curupayty, Cnel. Franco, Curupayty, Anahi, India, Don Bosco, Jose Viñuales. 5 TRAMO: Por Juan de Salazar, Inicia en Avda. Madame L ynch Hasta Pedro Getto, continúa por calle 21 de Septiembre, por Concepción, por Manuel Domínguez, por 10 de Julio, por Rio Yhaguy, por Picuiba hasta Tte. Ettiene, se desvía por Tte. Ettiene desde Rio Yhaguy hasta 6 de Enero, por 6 de Enero, por cruzada la Amistad hasta Mcal. López y por Vicente Machuca desde Mcal. López Hasta Laguna Grande. 6 TRAMO: Desde la Calle de la amistad por la Calle Campo Vía , Fray Luis de Bolaños, Cnel. Cazal, Ettiene, Saavedra, Colon, Rafael Franco, Las Residentas, Pedro Getto, Gral.Caballero hasta Madame Lynch 7 TRAMO: Desde Tte. Sosa, Por Eugenio A. Garay hasta Sta. Teresa, desde Santa Teresa por Juan Carlos Loizaga, 8 de septiembre, Francisco Bogarin hasta Mcal. Lopez, dede Mcal Lopez por Pedro Getto hasta Mcal. Estigarribia, desde Mcal Estigarribia por 15 de mayo, Nueva Asunción, Tte. Rivarola.",Benito Roggio,38.05 kms,Asunción - Fernando de la Mora,"Lun, 24 Agosto 2015","Dom, 01 Mayo 2016",,100%,Fondo Local,Gs. 51.779.998.242
Pavimentación de tramos alimentadores de la Red Vial Nacional.,Pavimentación Asfáltica sobre Empedrado,FINALIZADA,Paraguarí - Pirayú,"LLAMADO MOPC N° 88/2014 FIRMAS CONSTRUCTORAS PARA PAVIMENTACIÓN DE TRAMOS ALIMENTADORES DE LA RED VIAL NACIONAL, LOTE 1: Departamento Central. TRAMO: CAPIATA RUTA Nº2 KM 21 - POSTA YBYCUA RUTA Nº 1 KM 20 TRAMO: POSTA YBYCUA RUTA Nº1 KM 20 - COL. THOMPSON TRAMO: RUTA Nº 1 (J.A. SALDIVAR) - ROSADA GUAZU TRAMO ITA (RUTA Nº 1 KM 34) - COMPAÑIA AVEIRO - HOSPITAL NACIONAL TRAMO YPANE (POTRERITO)-GUARAMBARE TRAMO REDUCTO (CUARTEL DE LA VICTORIA-EMPALME RUTA SAN LORENZO - ÑEMBY TRAMO PIRAYU - AZCURRA - CAACUPE",DC Ingeniería S.A.,45.50 kms,San Lorenzo - Ñemby - Pirayu - Caacupé - Ypane - Guarambare,"Vie, 26 Diciembre 2014","Dom, 23 Agosto 2015",,100%,Fondo Local,Gs. 40.405.383.236
Pavimentación de tramos alimentadores de la Red Vial Nacional.,Pavimentación Asfáltica sobre Empedrado,FINALIZADA,Central - Julián Augusto Saldívar,"LICITACION PUBLICA NACIONAL LLAMADO M.O.PC. N°145/2014 DE FIRMAS CONSTRUCTORAS PARA PAVIMENTACIÓN DE TRAMOS ALIMENTADORES DE LA RED VIAL NACIONAL - PAQUETE Nº 2 LOTE 1: Departamento de Central. TRAMOS 1) Acceso Sur – Cruce Villeta. Longitud: 4Km.
2) J. Augusto Saldívar (km. 27 ruta 1) Guarambaré – Acceso Sur. Longitud: 7 km.
3) 4 Mojones – Refinería – (calle Polesky) – San Antonio (puerto Gisel) – Acceso Sur (Ytororó) Long. 12 km.",Consorcio Acaray,23 kms,J. Augusto Saldívar - Guarambaré,"Vie, 10 Abril 2015","Lun, 01 Agosto 2016",,100%,Fondo Local,Gs. 19.874.933.478
Dragado de pasos del Rio Paraguay entre Asuncion y la Desembocadura del Rio Apa,Dragado,FINALIZADA,Central - Ypané,"LLAMADO MOPC N° 179/2014 LICITACION PUBLICA INTERNACIONAL PARA SERVICIO DE DRAGADO PARA EL MANTENIMIENTO DE LOS CANALES DE NAVEGACION DEL RIO PARAGUAY , ENTRE ASUNCIÓN Y LA DESEMBOCADURA DEL RIO APA- AD REFERENDUM AL PGN 2015.",T&C S.A.,,Asunción,"Lun, 22 Agosto 2016","Dom, 05 Febrero 2017",,100%,Fondo Local,Gs. 17.248.000.000
Pavimentación Tipo Empedrado - Tramo: Calle Rogelio Benítez,Pavimentación Tipo Empedrado,FINALIZADA,Cordillera - Piribebuy,"MOPC 216/09 CONST. DE PAVIT. GRAL ROGELIO BENITEZ
Tramo: Calle Rogelio Benítez",TAIVO CONSTRUCCIONES S.A.,43 metros,Piribebuy,"Lun, 31 Mayo 2010","Jue, 26 Mayo 2011",,100%,Fondo Local,Gs. 1.631.169.595
Pavimentación Tipo Empedrado - Tramo: Itaugua - Patiño,Pavimentación Tipo Empedrado,FINALIZADA,Central - Itauguá,"LLAMADO MOPC N°82-2011 LPN FIRMAS CONSTRUCTORAS PARA LA CONSTRUCCIÓN DE PAVIMENTO TIPO EMPEDRADO EN 4 TRAMOS DE LA RED VIAL NACIONAL
OBRA 2: Tramo Itaugua - Patiño",EAH Construcciones,2.5 kms,Itaugua - Patiño,"Vie, 08 Junio 2012","Jue, 08 Noviembre 2012",,100%,Fondo Local,Gs. 2.377.983.928
Desagüe Pluvial - Tramo: 4 Mojones - Villa Elisa - Avda. Cacique Lambaré,Desagüe Pluvial,FINALIZADA,Central - Lambaré,"136-2010 LICITACIÓN PUBLICA NACIONAL DE FIRMAS CONSTRUCTORAS PARA LA CONSTRUCCIÓN DE DESAGÜE PLUVIAL EN 4 MOJONES - VILLA ELISA - AVDA CACIQUE LAMBARÉ
Tramo: 4 Mojones - Villa Elisa - Avda. Cacique Lambaré",Caldetec Ingeniería S.A.,1.2 kms,Lambaré - Asuncion - Villa Elisa,"Mar, 04 Enero 2011","Dom, 15 Febrero 2015",,100%,Fondo Local,Gs. 7.744.037.041
Caminero del Parque Guasu Metropolitano,Microaglomerado,FINALIZADA,Central - Asunción,MOPC N° 28-2011 LICITACION PUBLICA NACIONAL DE FIRMAS CONSTRUCTORAS PARA LA CONSTRUCCIÓN DE CAMINOS EN EL PARQUE GUASU METROPOLITANO - AD REFERÉNDUM A LA REPROGRAMACION PRESUPUESTARIA TRAMO: CAMINERO PARQUE GUASU METROPOLITANO,Constructora Heisecke,6.06 kms,Asunción,"Lun, 05 Septiembre 2011","Dom, 28 Octubre 2012",,100%,Fondo Local,Gs. 5.973.624.878
Pavimentación Tipo Empedrado - Tramo: Nueva Italia - Carapegua,Pavimentación Tipo Empedrado,FINALIZADA,Central - Nueva Italia,LLAMADO MOPC 20-2009 CONSTRUCCIÓN DE EMPEDRADO EN VARIOS TRAMOS OBRA 2: Construcción de Pavimentación tipo Empedrado Tramo: Nueva Italia - Carapeguá,Miguel Ángel Chávez,32.20,Nueva Italia - Carapeguá,"Jue, 23 Julio 2009","Vie, 12 Agosto 2016",,100%,Fondo Local,Gs. 29.627.899.120
Pavimentación asfáltica sobre empedrado del tramo Acceso Sur - Potrerito,Pavimentación Tipo Empedrado,FINALIZADA,Central - Ypané,"134-2010 LPN DE FIRMAS CONSTRUCTORAS PARA LA CONSTRUCCIÓN DE LA OBRA DE PAVIMENTO TIPO EMPEDRADO EN EL TRAMO ACCESO SUR - POTRERITO, AD REFERENDUM",CONSORCIO OMG SA Y S&B SA,1.30 kms,Ypane - Guarambaré,"Mar, 04 Enero 2011","Dom, 15 Febrero 2015",,100%,Fondo Local,Gs. 951.738.403
Pavimentación de tramos alimentadores de la Red Vial Nacional.,Pavimentación Asfáltica sobre Empedrado,FINALIZADA,Cordillera - Altos,"LLAMADO MOPC N° 88/2014 Pavimentación de Tramos Alimentadores de la Red Vial Nacional, LOTE 2: Departamentos Central y Cordillera. TRAMO: YUQUYTY - COSTA FLEITAS (EMPALME RUTA AREGUA - CAPIATA) TRAMO_RUTA Nº 2 (KM 18) - LUQUE (POR PASO SANA) , TRAMO: ALTOS - ATYRA, TRAMO PEDROZO (RUTA Nº 2 KM 45)- CIA. PIRAYUI - SAN BERNARDINO, TRAMO LUQUE LIMPIO CIA. ISLA ARANDA- EMPALME RUTA LUQUE - SAN BERNARDINO, TRAMO: CALLE AMERICA (LUQUE AUTOPISTA)",Talavera Ortellado Construcciones S.A. (T.O.C. S.A.),48.60 kms,PEDROZO – AZCURRA - SANTA ELENA - CARAGUATAY - PIRIBEBUY -ITACURUBI,"Vie, 19 Diciembre 2014","Sáb, 28 Noviembre 2015",,100%,Fondo Local,Gs. 49.678.382.966
Construcción del Muelle Deportivo de la Bahía de Asunción.,Pavimentación Asfáltica,EN CONSTRUCCIÓN,Central - Asunción,CONTRATO S.G. MINISTRO N° 348/2016 de fecha 13 de setiembre de 2016. Construcción del Muelle Deportivo de la Bahía de Asunción.,Caldetec Ingeniería S.A.,,Asunción,"Mié, 12 Octubre 2016","Sáb, 01 Octubre 2016",12,21%,Bonos del Tesoro,Gs. 16.933.910.845
Construcción del Módulo Parque Bicentenario,Construcción de Parque,FINALIZADA,Central - Asunción,"CONTRATO S.G. MINISTRO N° 368/2011 de 23 de diciembre de 2011 .Construcción del Módulo Parque Bicentenario, Primera Parte, Programa de Desarrollo de la Franja Costera de Asunción.CONVENIO MODIFICATORIO Nº 1 (CONTRATO S.G. MINISTRO Nº 219/13 firmado el 19 de diciembre de 2013) al CONTRATO S.G. MINISTRO Nº 368/2011 Construcción del Módulo Parque Bicentenario, Primera Parte, Programa de Desarrollo de la Franja Costera de Asunción.CONVENIO MODIFICATORIO Nº 2 (CONTRATO S.G. MINISTRO Nº 60/14 ) al CONTRATO S.G. MINISTRO Nº 368/2011 Construcción del Módulo Parque Bicentenario, Primera Parte, Programa de Desarrollo de la Franja Costera de Asunción.CONVENIO MODIFICATORIO Nº 3 (CONTRATO S.G. MINISTRO Nº 44/15 ) al CONTRATO S.G. MINISTRO Nº 368/2011 Construcción del Módulo Parque Bicentenario, Primera Parte, Programa de Desarrollo de la Franja Costera de Asunción.",T&C S.A.,,Asunción,"Mié, 01 Febrero 2012","Dom, 01 Febrero 2015",,100%,Bonos del Tesoro,Gs. 101.270.499.440
Construcción del Parque Lineal en la Bahía de Asunción.,Construcción de Parque,FINALIZADA,Central - Asunción,"CONTRATO S.G. MINISTRO N° 338/2014 de fecha 11 de diciembre de 2014. Construcción del Parque Lineal , Primera Etapa , en la Bahía de Asunción.CONVENIO MODIFIACTORIO Nº 1 (CONTRATO S.G. MINISTRO Nº 228/2016) al CONTRATO S.G. MINISTRO Nº 338/2014 de fecha 27 de junio 2016. Construcción del Parque Lineal , Primera Etapa , en la Bahía de Asunción.",T&C S.A.,,Asunción,"Dom, 01 Febrero 2015","Lun, 01 Agosto 2016",,100%,Bonos del Tesoro,Gs. 27.877.892.729
Ampliación de la Ruta 2 y 7 (APP),Pavimentación Asfáltica,PENDIENTE,Central - Ypacaraí,"Datos técnicos:
Fecha de publicación del llamado: 25 de setiembre de 2015.
Fecha de apertura de ofertas: 28 de abril de 2016.
Fecha de adjudicación: 21 de octubre de 2016.
Fecha de firma de contrato: 13 de marzo de 2017
Inicialmente fueron precalificados para concursar 11 empresas, entre ellas las principales constructoras de España, Portugal y Paraguay.

Descripción de la Obra:
⦁ Obra de rehabilitación: Mejoramiento desde el Km 13 al Km 34, y del Km 39 al Km 40,5 – Long: 22,5 km.
⦁ Obras de duplicación y ampliación: Km 34 (inicio variante Ypacaraí) al Km 183 (inicio tramo Tape Pora) - Long.: 149 km.
⦁ Mantenimiento y explotación: Km 34 (inicio variante Ypacaraí) al Km 183 (inicio tramo Tape Pora) - Long.: 149 km.
⦁ Variantes incluidas en el proyecto: Ypacaraí, Caacupé, Itacurubí de la Cordillera, San José de los Arroyos y Coronel Oviedo.

⦁ Viaductos y rotondas:
- 1 rotonda y viaducto en Coronel Oviedo.
- 2 viaductos en Caaguazú.
- 1 intersección a nivel tipo ""trompeta"" en Caaguazú.",Consorcio Sacyr - Mota Engil - Ocho A,171.5 kms,Ypacaraí - Caacupé - Eusebio Ayala - Itacurubí - San José - Coronel Oviedo - Caaguazú,,,36,0%,Ley de APP,USD 520.000.000
Pavimentación Asfáltica del tramo San Cristóbal - Naranjal - Ruta 6 Modalidad (Llave en Mano),Pavimentación Asfáltica,PENDIENTE,Alto Paraná - Naranjal,"Detalles del proyecto:
El proyecto debe cubrir 47,2 km de pavimentación asfáltica, entre las localidades de San Cristóbal, Naranjal, hasta el empalme con la Ruta N° 6.Características:
- Ancho de 7 m (3,5 m por carril).
- Banquinas de 2,5 m en ambos lados.
- Dos dársenas para control de peso.
- Un puente nuevo cercano a la localidad de Sto. Domingo.
- Carriles de adelantamiento o terceros carriles para camiones en subidas.
- Intersecciones y rotondas iluminadas en los cruces principales, con cables subterráneos, cada una con encauzadores, carriles de giros exclusivos y separadores.
- Una intersección bien diseñada con giros exclusivos y seguros en la Ruta 6.
- 2.800 m de ciclovías para los ciudadanos en los accesos a las comunidades urbanas.
- Una ruta con proyección de 20 años de duración.
- Rehabilitación y ampliación de las obras de drenajes.
Beneficios y usuarios
- Población beneficiada de aproximadamente 100.000 personas entre los distritos de San Cristóbal, Naranjal y Abaí.
- Se pretende mejorar el transporte para volúmenes de tránsito superior a 2.000 vehículos/día.
- Transporte de 100.000 toneladas de carne de cerdo en área de influencia de cuatro (4) cooperativas que formaron un proyecto al cual denominaron Accisa.
- Transitan aproximadamente 55.000 camiones de carga en el año, sin contar los vehículos de menor porte.",Consorcio Concret Mix & Asociados,47.2 kms,Alto Parana,,,,0%,Ley 5.074 o “De Llave en mano”,USD 45.000.000
Puente Prefabricado de Hormigón,Puente de Hormigón Armado,EN CONSTRUCCIÓN,Caaguazú - Raúl Arsenio Oviedo,"* Construido por la Empresa Consorcio Yukyry
* LLAMADO MOPC Nº 161. LPN. FIRMAS CONSTRUCTORAS PARA LA CONSTRUCCIÓN DE PUENTES PREFABRICADOS DE HORMIGÓN
* Contrato S.G. Ministro Nº214/2013
* Arroyo Casilla 2
* Monto Adjudicado: Gs 6.995.859.375
* Monto Modificado: Gs. 7.596.829.604https://www.contrataciones.gov.py/licitaciones/adjudicacion/contrato/246304-consorcio-yukyry-9.html",Consorcio Yukyry,15 metros,Raul A. Oviedo,,,,98%,Fondo Local,Gs. 7.596.829.604
